CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL3423373	1842826	CHEMBL3423373	1842826		1e	414.87	3.86	105.5	0	Cc1onc(NS(=O)(=O)c2ccc(Nc3ccnc4cc(Cl)ccc34)cc2)c1	15239348	IC50	=	23.85	ug.mL-1				0	BAO_0000190	UO_0000274	http://www.openphacts.org/units/MicrogramPerMilliliter	1475830	CHEMBL3425119	F	Antimalarial activity against CQ-sensitive Plasmodium falciparum 3D7 cultivated in human type O+ red blood cells assessed as reduction in parasite infection incubated for 48 hrs by microscopy	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			91699	CHEMBL3421546	25920564	Bioorg. Med. Chem. Lett.	2015	25	11	2308			
CHEMBL3093737	1608121	CHEMBL3093737	1608121		16	624.76	3.3	132.04	1	O=C(CC1CCC2(CC1)OOC3(CCCCC3)OO2)NCCCCNC(=O)CC4CCC5(CC4)OOC6(CCCCC6)OO5	13855005	IC50	=	28.9	nM	7.54			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1279485	CHEMBL3097010	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as parasite growth inhibition after 48 hrs by SYBR green-1 dye-based fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76174	CHEMBL3091350	24148834	Bioorg. Med. Chem.	2013	21	23	7392			
CHEMBL76	6579	CHEMBL76	6579	CHLOROQUINE	1, CQ	319.87	4.35	28.16	0	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	15156343	IC50	=	30	nM	7.52			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1462721	CHEMBL3399490	F	Antimicrobial activity against chloroquine-sensitive Plasmodium falciparum 3D7	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			90966	CHEMBL3396969	25461328	Eur. J. Med. Chem.	2015	90		280			
CHEMBL3410331	1837108	CHEMBL3410331	1837108		5b	543.41	3.01	166.17	2	CC(C)OC(=O)OCOP(=O)(OCOC(=O)OC(C)C)C(OCC(=O)N(C)O)c1ccc(F)c(F)c1	15192773	IC50	=	35	nM	7.46			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1467370	CHEMBL3411607	F	Antiplasmodial activity against blood stage forms of chloroquine-sensitive Plasmodium falciparum 3D7 incubated for 3 days by HRP2 detection based ELISA method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			91397	CHEMBL3407342	25633870	J. Med. Chem.	2015	58	4	2025			
CHEMBL172	303542	CHEMBL172	303542	(S,R)-MEFLOQUINE	Mefloquine	378.31	4.3	45.15	0	O[C@H]([C@H]1CCCCN1)c2cc(nc3c(cccc23)C(F)(F)F)C(F)(F)F	14668034	IC50	=	39	nM	7.41			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1347469	CHEMBL3268261	F	Antimicrobial activity against chloroquine and mefloquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocytes after 48 hrs by SYBR Green I assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			83300	CHEMBL3259800	24858543	Eur. J. Med. Chem.	2014	81		378			
CHEMBL76	6579	CHEMBL76	6579	CHLOROQUINE	Chloroquine	319.87	4.35	28.16	0	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	13910779	IC50	=	40	ug.mL-1				0	BAO_0000190	UO_0000274	http://www.openphacts.org/units/MicrogramPerMilliliter	1291179	CHEMBL3116668	F	Antimalarial activity against intraerythrocytic asexual stage of Plasmodium falciparum 3D7 assessed as inhibition of [G-3H]-hypoxanthine uptake by semiautomated microdilution method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76764	CHEMBL3112492	24513185	Bioorg. Med. Chem.	2014	22	5	1568			
CHEMBL3093744	1608128	CHEMBL3093744	1608128		26	656.81	.9	138.52	2	CC1(CCC(=O)NCCCN2CCN(CCCNC(=O)CCC3(C)OOC4(CCCCC4)OO3)CC2)OOC5(CCCCC5)OO1	13854143	IC50	=	47.5	nM	7.32			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1279485	CHEMBL3097010	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as parasite growth inhibition after 48 hrs by SYBR green-1 dye-based fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76174	CHEMBL3091350	24148834	Bioorg. Med. Chem.	2013	21	23	7392			
CHEMBL3103526	1611598	CHEMBL3103526	1611598		15	516.03	6.31	84.23	2	Cc1oc(cc1)C(=O)\C=C\c2ccc(cc2)C(=O)NCCCCCCNc3ccnc4cc(Cl)ccc34	13886187	IC50	=	50	nM	7.3			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1283898	CHEMBL3106511	F	Antimalarial activity against Plasmodium falciparum 3D7 after 48 hrs by LDH colorimetric assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76600	CHEMBL3102808	24411478	Bioorg. Med. Chem.	2014	22	3	1128			
CHEMBL3415881	1839075	CHEMBL3415881	1839075		1q	395.17	6.72	27.05	1	Cn1cc2c3cc(Br)ccc3nc2c4cc(OC(F)(F)F)ccc14	15217338	IC50	=	57.7	nM	7.24			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1471795	CHEMBL3417906	F	Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			91542	CHEMBL3414562	25747499	Eur. J. Med. Chem.	2015	94		56			
CHEMBL336467	229007	CHEMBL336467	229007	FUROXAN	6	187.15	-.8	75.28	0	[O-][n+]1onc(c2ccccc2)c1C#N	14536777	IC50	=	59	nM	7.23			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1328983	CHEMBL3223114	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocytes after 96 hrs by SYBR Green I staining	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			81968	CHEMBL3217651		MedChemComm	2012	3	12	1505			
CHEMBL3352874	1822300	CHEMBL3558765	1940611		24	681.9	5.23	137.14	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)[NH+](C)C)C(=O)N[C@@H](C)\C=C\C(=O)N1[C@@H](C(C)C)C(=CC1=O)OCc2ccccc2.[O-]C(=O)C(F)(F)F	15121666	IC50	=	62	nM	7.21			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1435074	CHEMBL3388291	F	Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocytes by [3H]-hypoxanthine incorporation assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			89734	CHEMBL3351948	25412465	J. Med. Chem.	2014	57	24	10557			
CHEMBL3286861	1757382	CHEMBL3286861	1757382		4e	532.03	4.23	118.83	1	CC(C)CN(NC(=O)C1CCC2(CC1)OOC3(OO2)C4CC5CC(CC3C5)C4)c6nc(ncc6Cl)C#N	14724798	IC50	=	80.9	nM	7.09			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1364095	CHEMBL3292034	F	Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 after 48 hrs by FACS analysis	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			83829	CHEMBL3286314	24824551	J. Med. Chem.	2014	57	11	4916			
CHEMBL3335097	1791228	CHEMBL3335097	1791228		8	347.41	3.15	80.2	0	COc1ccc(\C=N\N=C(/N)\CC(O)c2cccc3ccccc23)cc1	15128129	IC50	=	83	nM	7.08			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1432089	CHEMBL3389348	F	Antiplasmodial activity against Plasmodium falciparum 3D7 asexual blood stages after 3 days by HRP2 detection based ELISA method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			89298	CHEMBL3351566	25195945	J. Med. Chem.	2014	57	19	7971			
CHEMBL3235661	1734186	CHEMBL3235661	1734186		5{2,2,2,1}	572.48	7.3	79.8	2	COc1ccc(Oc2ccc(N\C(=N\c3cccc(Cl)c3)\NCCNc4ccnc5cc(Cl)ccc45)cc2)cc1	14575302	IC50	=	88.73	nM	7.05			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1337264	CHEMBL3240878	F	Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected after 72 hrs by Malaria SYBR Green I-staining based fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			82186	CHEMBL3232804	24630564	Bioorg. Med. Chem. Lett.	2014	24	7	1719			
CHEMBL1830118	1176821	CHEMBL1830118	1176821		4	309.2	1.08	107.88	0	CN(O)C(=O)CCC(c1ccc(F)c(F)c1)P(=O)(O)O	15192766	IC50	=	120	nM	6.92			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1467370	CHEMBL3411607	F	Antiplasmodial activity against blood stage forms of chloroquine-sensitive Plasmodium falciparum 3D7 incubated for 3 days by HRP2 detection based ELISA method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			91397	CHEMBL3407342	25633870	J. Med. Chem.	2015	58	4	2025			
CHEMBL3114828	1617801	CHEMBL3139464	1628795		3b	307.33	-1.54	119.64	0	Cl.Cn1cc(CCN)c2C(=O)C3=C(NC=CS3(=O)=O)C(=O)c12	13924103	IC50	=	128	nM	6.89			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1289813	CHEMBL3119287	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as [3H]-hypoxanthine incorporation after 48 hrs by liquid scintillation counting analysis	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76783	CHEMBL3112478		ACS Med. Chem. Lett.	2014	5	2	178			
CHEMBL3309580	1778671	CHEMBL3309580	1778671		6d	334.84	2.23	57.26	0	C[C@H](Nc1ccnc2cc(Cl)ccc12)C(=O)NCCCN(C)C	15031398	IC50	=	142.22	nM	6.85			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1456263	CHEMBL3362373	F	Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 after 72 hrs by SYBR Green-1 staining-based fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			90228	CHEMBL3352032	24906512	Bioorg. Med. Chem.	2014	22	14	3573			
CHEMBL3309583	1778674	CHEMBL3309583	1778674		7a	318.8	1.71	48.47	0	CN1CCN(CC1)C(=O)CNc2ccnc3cc(Cl)ccc23	15031401	IC50	=	149.37	nM	6.83			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1456263	CHEMBL3362373	F	Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 after 72 hrs by SYBR Green-1 staining-based fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			90228	CHEMBL3352032	24906512	Bioorg. Med. Chem.	2014	22	14	3573			
CHEMBL170	255947	CHEMBL170	255947	QUININE	QN	324.42	2.73	45.59	0	COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1	14542720	IC50	=	178	nM	6.75			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1330106	CHEMBL3223443	F	Antimalarial activity against schizont stage of chloroquine-susceptible Plasmodium falciparum 3D7 infected in erythrocytes assessed as inhibition of [3H]hypoxanthine incorporation after 48 hrs by scintillation counting analysis	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			81776	CHEMBL3217739		MedChemComm	2011	2	5	430			
CHEMBL1951744	1280734	CHEMBL1962949	1284660		5	464.58	5.13	76.73	1	[Br-].CN(C)c1cc[n+](Cc2ccc(CCc3ccc(Cn4cnc5c(N)ncnc45)cc3)cc2)cc1	15026510	IC50	=	191	nM	6.72			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1448863	CHEMBL3375065	F	Antiplasmodial activity against Plasmodium falciparum 3D7 infected in human erythrocytes assessed as parasite growth inhibition after 72 hrs by SYBR Green I dye based fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			90672	CHEMBL3351532	25089811	Eur. J. Med. Chem.	2014	85		289			
CHEMBL3309526	1778617	CHEMBL3309526	1778617		8d	386.88	2.07	77.49	0	CN1C=C(O)C(=O)C=C1CNCCCCNc2ccnc3cc(Cl)ccc23	15011096	IC50	=	200	nM	6.7			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1456431	CHEMBL3368880	F	Antiplasmodial activity against Plasmodium falciparum 3D7 infected in erythrocytes assessed as [3H]hypoxanthine incorporation after 24 hrs by microbeta scintillation counting analysis	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			90381	CHEMBL3352080	24974345	Bioorg. Med. Chem. Lett.	2014	24	15	3263			
CHEMBL3311434	1780544	CHEMBL3311434	1780544		8a	358.82	1.42	77.49	0	CN1C=C(O)C(=O)C=C1CNCCNc2ccnc3cc(Cl)ccc23	15011093	IC50	=	210	nM	6.68			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1456431	CHEMBL3368880	F	Antiplasmodial activity against Plasmodium falciparum 3D7 infected in erythrocytes assessed as [3H]hypoxanthine incorporation after 24 hrs by microbeta scintillation counting analysis	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			90381	CHEMBL3352080	24974345	Bioorg. Med. Chem. Lett.	2014	24	15	3263			
CHEMBL3359700	1823871	CHEMBL3359700	1823871		13m	351.36	1.1	122.27	0	Nc1ccc(cc1)C(=O)NC(C(=O)NO)c2ccc(cc2)n3cccn3	15106770	IC50	=	228	nM	6.64			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1438461	CHEMBL3384273	F	Antimalarial activity against Plasmodium falciparum 3D7 assessed as parasite growth inhibition after 72 hrs by DAPI staining based confocal microscopy	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			89558	CHEMBL3351583	25299353	J. Med. Chem.	2014	57	21	9168			
CHEMBL3335098	1791229	CHEMBL3335098	1791229		9	377.44	3.26	100.43	0	CCOc1cc(\C=N\N=C(/N)\CC(O)c2cccc3ccccc23)ccc1O	15128128	IC50	=	250	nM	6.6			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1432089	CHEMBL3389348	F	Antiplasmodial activity against Plasmodium falciparum 3D7 asexual blood stages after 3 days by HRP2 detection based ELISA method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			89298	CHEMBL3351566	25195945	J. Med. Chem.	2014	57	19	7971			
CHEMBL2311803	1510843	CHEMBL2311803	1510843		1f	334.29	2.17	87.66	0	ONC(=O)CCCCCONC(=O)c1ccc(cc1)C(F)(F)F	14720530	IC50	=	260	nM	6.59			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1365849	CHEMBL3296470	F	Antimalarial activity against asexual blood stage of Plasmodium falciparum 3D7 infected in human serum assessed as [3H]hypoxanthine incorporation incubated for 48 hrs prior to 3H]hypoxanthine addition measured after 24 hrs by liquid scintillation counting analysis	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			83947	CHEMBL3286295	24904967	Eur. J. Med. Chem.	2014	82		204			
CHEMBL3415879	1839073	CHEMBL3415879	1839073		1o	347.16	5.01	17.82	1	Cn1cc2c3cc(Br)ccc3nc2c4ccc(F)c(F)c14	15217336	IC50	=	290.2	nM	6.54			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1471795	CHEMBL3417906	F	Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			91542	CHEMBL3414562	25747499	Eur. J. Med. Chem.	2015	94		56			
CHEMBL3338914	1793419	CHEMBL3338914	1793419		5d	610.8	6.63	73.2	2	CC(C)(C)c1ccc2[S+]([O-])C[C@@H]3[C@@H](OCc4ccccc4)[C@H](OCc5ccccc5)[C@@H](COCc6ccccc6)O[C@@H]3c2c1	15119924	IC50	=	300	nM	6.52			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1438359	CHEMBL3382422	F	Antimalarial activity against Plasmodium falciparum 3D7 after 48 hrs by parasite lactate dehydrogenase assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			89443	CHEMBL3352507	25255435	Eur. J. Med. Chem.	2014	87		197			
CHEMBL3109524	1614725	CHEMBL3109524	1614725		(+/-)-10o	440.54	4.58	78.31	0	COc1cccc(c1)C2(NC(=N)N(C3CCCCC3)C2=O)c4cccc(c4)c5ccncc5	13891333	IC50	=	318	nM	6.5			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1286907	CHEMBL3110821	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in RBV after 72 hrs by SYBR Green I-based fluorescence method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76635	CHEMBL3108756		ACS Med. Chem. Lett.	2014	5	1	89			
CHEMBL3358134	1822289	CHEMBL3558733	1940579		11	628.85	3.5	148.74	1	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)[NH+](C)C)C(=O)N[C@@H](C)\C=C\C(=O)N[C@@H](C)C(=O)NCc1ccccc1.[O-]C(=O)C(F)(F)F	15121655	IC50	=	320	nM	6.49			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1435074	CHEMBL3388291	F	Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocytes by [3H]-hypoxanthine incorporation assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			89734	CHEMBL3351948	25412465	J. Med. Chem.	2014	57	24	10557			
CHEMBL3289169	1759714	CHEMBL3289169	1759714		1s	366.45	3.46	96.89	0	CCCCCCOc1ccc(cc1)C(=O)NOCCCCCC(=O)NO	14720532	IC50	=	350	nM	6.46			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1365849	CHEMBL3296470	F	Antimalarial activity against asexual blood stage of Plasmodium falciparum 3D7 infected in human serum assessed as [3H]hypoxanthine incorporation incubated for 48 hrs prior to 3H]hypoxanthine addition measured after 24 hrs by liquid scintillation counting analysis	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			83947	CHEMBL3286295	24904967	Eur. J. Med. Chem.	2014	82		204			
CHEMBL3235631	1734156	CHEMBL3235631	1734156		5{2,1,2,2}	586.51	7.36	79.8	2	COc1ccc(Oc2ccccc2N\C(=N\c3cccc(Cl)c3)\NCCCNc4ccnc5cc(Cl)ccc45)cc1	14578311	IC50	=	369.18	nM	6.43			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1337264	CHEMBL3240878	F	Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected after 72 hrs by Malaria SYBR Green I-staining based fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			82186	CHEMBL3232804	24630564	Bioorg. Med. Chem. Lett.	2014	24	7	1719			
CHEMBL3401315	1831515	CHEMBL3401315	1831515		11b	496.47	6.48	36.33	1	Clc1ccc2c(c1)c3nc4cc(Cl)cc(NCCN5CCCC5)c4cc3n2CCN6CCCC6	15164943	IC50	=	375	nM	6.43			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1465729	CHEMBL3405490	F	Antimalarial activity against ring stage Plasmodium falciparum 3D7 infected with human red blood cells incubated for 48 hrs by SYBR Green method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			91115	CHEMBL3400065	25725608	Bioorg. Med. Chem.	2015	23	7	1530			
CHEMBL3326561	1787379	CHEMBL3558256	1940102		15	493.65	6.03	76.02	1	[Br-].C(Sc1ncnc2c1ncn2Cc3ccc(C[n+]4ccc(cc4)N5CCCC5)cc3)c6ccccc6	15026500	IC50	=	411	nM	6.39			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1448863	CHEMBL3375065	F	Antiplasmodial activity against Plasmodium falciparum 3D7 infected in human erythrocytes assessed as parasite growth inhibition after 72 hrs by SYBR Green I dye based fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			90672	CHEMBL3351532	25089811	Eur. J. Med. Chem.	2014	85		289			
CHEMBL3109543	1614744	CHEMBL3109543	1614744		8q	407.51	4.65	74.65	0	COc1ccc(cc1)C2(NC(=N)N(C3CCCCCC3)C2=O)c4ccc(OC)cc4	13891355	IC50	=	427	nM	6.37			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1286907	CHEMBL3110821	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in RBV after 72 hrs by SYBR Green I-based fluorescence method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76635	CHEMBL3108756		ACS Med. Chem. Lett.	2014	5	1	89			
CHEMBL3401312	1831512	CHEMBL3401312	1831512		10e	492.06	5.11	45.56	1	Clc1cc(NCCCN2CCOCC2)c3cc4c(nc3c1)c5ccccc5n4CCN6CCCC6	15164940	IC50	=	469	nM	6.33			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1465729	CHEMBL3405490	F	Antimalarial activity against ring stage Plasmodium falciparum 3D7 infected with human red blood cells incubated for 48 hrs by SYBR Green method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			91115	CHEMBL3400065	25725608	Bioorg. Med. Chem.	2015	23	7	1530			
